ENSG00000198888	15
ENSG00000198763	9
ENSG00000198804	13
ENSG00000198712	6
ENSG00000198899	14
ENSG00000198938	15
ENSG00000212907	9
ENSG00000198886	9
ENSG00000198786	15
ENSG00000198695	15
ENSG00000198727	15
ENSG00000292254	5
ENSG00000291420	8
ENSG00000288204	4
ENSG00000288499	3
ENSG00000288269	3
ENSG00000288263	5
ENSG00000281324	5
ENSG00000292354	8
ENSG00000292357	2
ENSG00000169789	3
ENSG00000288243	5
ENSG00000114374	3
ENSG00000169807	3
ENSG00000183753	3
ENSG00000012817	3
ENSG00000172468	3
ENSG00000182415	3
ENSG00000184895	10
ENSG00000067048	3
ENSG00000288512	3
ENSG00000288217	17
ENSG00000129864	3
ENSG00000187191	3
ENSG00000188120	3
ENSG00000092377	4
ENSG00000205944	3
ENSG00000280969	3
ENSG00000172288	3
ENSG00000234414	3
ENSG00000283153	4
ENSG00000280680	4
ENSG00000280627	9
ENSG00000154646	2
ENSG00000281244	3
ENSG00000154721	4
ENSG00000027001	5
ENSG00000283946	6
ENSG00000284832	2
ENSG00000291480	2
ENSG00000285222	3
ENSG00000159261	4
ENSG00000083535	3
ENSG00000150893	7
ENSG00000136111	4
ENSG00000120686	2
ENSG00000152192	1
ENSG00000159079	3
ENSG00000178127	4
ENSG00000160209	2
ENSG00000285493	6
ENSG00000284953	5
ENSG00000285241	2
ENSG00000139734	4
ENSG00000150907	1
ENSG00000157540	5
ENSG00000285048	2
ENSG00000133103	5
ENSG00000184564	2
ENSG00000101773	5
ENSG00000160200	5
ENSG00000160202	3
ENSG00000185950	3
ENSG00000100365	4
ENSG00000173638	1
ENSG00000175198	2
ENSG00000291501	1
ENSG00000175387	6
ENSG00000185974	5
ENSG00000101282	2
ENSG00000182871	5
ENSG00000284915	17
ENSG00000122025	9
ENSG00000125845	7
ENSG00000285348	2
ENSG00000101327	3
ENSG00000170262	2
ENSG00000160193	3
ENSG00000159197	6
ENSG00000136156	13
ENSG00000159082	5
ENSG00000133111	2
ENSG00000125864	3
ENSG00000288145	1
ENSG00000100106	4
ENSG00000134504	4
ENSG00000102452	4
ENSG00000182858	2
ENSG00000101384	13
ENSG00000100311	15
ENSG00000281917	9
ENSG00000183421	5
ENSG00000089123	1
ENSG00000102683	4
ENSG00000160183	4
ENSG00000136143	5
ENSG00000134759	4
ENSG00000160188	3
ENSG00000102468	8
ENSG00000281320	4
ENSG00000100122	3
ENSG00000196431	3
ENSG00000133104	3
ENSG00000187045	2
ENSG00000101695	1
ENSG00000062598	3
ENSG00000100014	5
ENSG00000178235	6
ENSG00000125363	3
ENSG00000100024	2
ENSG00000197496	7
ENSG00000158445	4
ENSG00000285479	11
ENSG00000011201	4
ENSG00000100031	2
ENSG00000197563	3
ENSG00000004961	5
ENSG00000134905	4
ENSG00000100030	6
ENSG00000280549	2
ENSG00000091482	7
ENSG00000142178	7
ENSG00000075643	2
ENSG00000139679	2
ENSG00000160207	3
ENSG00000213995	3
ENSG00000151413	4
ENSG00000121743	3
ENSG00000165474	29
ENSG00000124212	2
ENSG00000121742	21
ENSG00000054793	1
ENSG00000160224	4
ENSG00000133454	2
ENSG00000149970	4
ENSG00000121741	1
ENSG00000160226	3
ENSG00000067082	4
ENSG00000175894	7
ENSG00000133422	3
ENSG00000151849	7
ENSG00000281813	8
ENSG00000288445	5
ENSG00000183628	5
ENSG00000101194	3
ENSG00000126778	10
ENSG00000166140	5
ENSG00000189306	3
ENSG00000100246	2
ENSG00000155975	3
ENSG00000134049	1
ENSG00000288299	2
ENSG00000104044	3
ENSG00000177426	5
ENSG00000179008	5
ENSG00000137074	3
ENSG00000288257	6
ENSG00000184302	8
ENSG00000166068	5
ENSG00000141384	2
ENSG00000288362	4
ENSG00000107611	5
ENSG00000288455	5
ENSG00000175065	2
ENSG00000134757	1
ENSG00000118271	7
ENSG00000131100	7
ENSG00000291505	3
ENSG00000101439	9
ENSG00000291507	4
ENSG00000170558	6
ENSG00000291508	3
ENSG00000038945	2
ENSG00000127870	3
ENSG00000174227	5
ENSG00000051180	12
ENSG00000101365	6
ENSG00000132932	3
ENSG00000173698	3
ENSG00000141627	7
ENSG00000151835	2
ENSG00000282739	4
ENSG00000203883	8
ENSG00000102805	3
ENSG00000109667	2
ENSG00000005812	1
ENSG00000137106	2
ENSG00000198610	6
ENSG00000102218	6
ENSG00000134899	11
ENSG00000012174	13
ENSG00000160285	7
ENSG00000160282	3
ENSG00000125255	1
ENSG00000101115	7
ENSG00000263761	3
ENSG00000100416	14
ENSG00000163132	9
ENSG00000159267	4
ENSG00000068650	6
ENSG00000180509	8
ENSG00000169126	3
ENSG00000169676	3
ENSG00000164880	2
ENSG00000136114	6
ENSG00000142156	6
ENSG00000077943	3
ENSG00000171365	8
ENSG00000281089	3
ENSG00000196092	3
ENSG00000075275	3
ENSG00000215612	4
ENSG00000285395	6
ENSG00000119681	15
ENSG00000137834	3
ENSG00000165898	7
ENSG00000177706	3
ENSG00000291559	2
ENSG00000156052	7
ENSG00000182346	2
ENSG00000280495	2
ENSG00000043355	5
