ENSG00000198888	false	59
ENSG00000198763	false	44
ENSG00000198804	false	64
ENSG00000198712	false	30
ENSG00000228253	false	21
ENSG00000198899	true	88
ENSG00000198938	false	36
ENSG00000198840	false	11
ENSG00000212907	false	5
ENSG00000198886	true	38
ENSG00000198786	true	87
ENSG00000198695	true	28
ENSG00000198727	false	108
ENSG00000114374	false	1
ENSG00000184895	false	1
ENSG00000165246	false	1
ENSG00000228927	false	1
ENSG00000258992	false	1
ENSG00000154646	false	3
ENSG00000142207	false	9
ENSG00000154721	true	16
ENSG00000159259	false	1
ENSG00000154654	false	1
ENSG00000027001	false	28
ENSG00000165475	false	59
ENSG00000132975	false	1
ENSG00000132970	false	3
ENSG00000205726	false	39
ENSG00000023516	false	4
ENSG00000120685	false	1
ENSG00000159261	false	25
ENSG00000241837	false	1
ENSG00000083535	true	11
ENSG00000150361	false	1
ENSG00000156273	false	3
ENSG00000157551	false	1
ENSG00000150893	false	141
ENSG00000136111	false	49
ENSG00000136158	false	2
ENSG00000249209	false	43
ENSG00000154736	false	4
ENSG00000120686	false	2
ENSG00000102554	false	1
ENSG00000157617	false	1
ENSG00000134882	false	1
ENSG00000159228	false	2
ENSG00000159231	false	1
ENSG00000166979	false	1
ENSG00000159079	false	17
ENSG00000265590	false	17
ENSG00000168461	false	1
ENSG00000065150	false	2
ENSG00000155307	false	1
ENSG00000159263	false	1
ENSG00000178127	true	15
ENSG00000160209	true	19
ENSG00000139734	false	78
ENSG00000160214	false	2
ENSG00000120688	false	1
ENSG00000101489	false	3
ENSG00000088386	false	1
ENSG00000160218	false	1
ENSG00000150907	false	2
ENSG00000132874	false	1
ENSG00000136141	false	1
ENSG00000157540	false	62
ENSG00000083520	false	1
ENSG00000133103	true	79
ENSG00000101745	false	1
ENSG00000184564	false	19
ENSG00000184226	false	2
ENSG00000099917	false	3
ENSG00000152214	false	1
ENSG00000212710	false	4
ENSG00000182968	false	1
ENSG00000101773	false	39
ENSG00000160200	true	96
ENSG00000041515	false	11
ENSG00000160202	true	14
ENSG00000185950	false	6
ENSG00000100365	false	61
ENSG00000185917	false	2
ENSG00000173638	true	202
ENSG00000175198	true	63
ENSG00000100346	false	6
ENSG00000175387	false	19
ENSG00000128342	false	1
ENSG00000100344	false	22
ENSG00000134030	false	1
ENSG00000185974	true	7
ENSG00000101282	false	1
ENSG00000182871	true	417
ENSG00000101280	false	1
ENSG00000186976	false	1
ENSG00000184828	false	3
ENSG00000089012	false	1
ENSG00000183844	false	1
ENSG00000122025	true	68
ENSG00000125820	false	4
ENSG00000125845	false	12
